STT,Từ khóa chính,Tỉnh thành,Bài viết,BTV,NV deadline,Bài đăng,PIC xin và gắn link ảnh,PIC Đăng lại,PC QC,Trạng thái
456,vietnam north beaches,Chung chung,https://docs.google.com/document/d/1-Amck0mlW5ZTNyheod7Itc8OVQ7vMJ5PBfZa3vyhlBQ/edit?usp=sharing,Lô,N.Anh 7/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/vietnam-north-beaches,,,,Chưa triển khai
457,animal in vietnam,Chung chung,https://docs.google.com/document/d/17h55wXd34xjCYWuyZ8-XdIx9zBs3viEOgItiilE8OYw/edit?tab=t.0,Phương,Nga - 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/animal-in-vietnam,,,,Chưa triển khai
458,vietnam rainy season,Chung chung,https://docs.google.com/document/d/1HezjLAw9C64khUMZLgTQ86t8OhjUFACqsBduK12FheM/edit?tab=t.0,Phương,Nga - 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-rainy-season,,,,Chưa triển khai
459,living cost in vietnam,Chung chung,https://docs.google.com/document/d/1SwV3Jwgq3b9BIZdwWkY8QsZ3uQXDlcA9HyriwkvxHLo/edit?usp=sharing,Hạnh,Ngọc 10/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/living-cost-in-vietnam,,,,Chưa triển khai
460,cost of living in ho chi minh city vietnam,Hồ Chí Minh,https://docs.google.com/document/d/10d-HBYDzrWKVflfrteL7lTVQynxuur_l_qDEK9Yf5gg/edit?tab=t.0,Phương,Phương,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/cost-of-living-in-ho-chi-minh-city-vietnam,,,,Chưa triển khai
461,traditional hat in vietnam,Chung chung,https://docs.google.com/document/d/1O_mQ8nXX2yVMI_gDp8Nv5_7AceXNJxqTXFI7OrgUBtw/edit?usp=sharing,Lô,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/traditional-hat-in-vietnam,,,,Chưa triển khai
462,vietnam in december,Chung chung,https://docs.google.com/document/d/16VHqblJRzpm8K9m8-wxgR6q6isNb2J1QMVEacf9WJvo/edit?usp=sharing,Lô,Trang 8/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-in-december,,,,Chưa triển khai
463,weather in hanoi vietnam in december,Hà Nội,https://docs.google.com/document/d/1zoNSNgiCOtb_lv6PKeUGT_G8dohfuv9od7NaWk3S1MM/edit?usp=sharing,Lô,Trang 9/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/weather-in-hanoi-vietnam-in-december,,,,Chưa triển khai
464,vietnam in october,Chung chung,https://docs.google.com/document/d/1J2uKkd2sgyZkX8osGZcvVOzFGpHl0Txt-fHcb5BDIQE/edit?usp=sharing,Lô,Trang 10/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-in-october,,,,Chưa triển khai
465,vietnam in november,Chung chung,https://docs.google.com/document/d/1XetBEU5EpL5VH55gQaOumG2OyRtJuo216-oyNftZNCU/edit?tab=t.0,Lô,Trang 11/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-in-november,,,,Chưa triển khai
466,vietnam in august,Chung chung,https://docs.google.com/document/d/1ls1coP6d6btuSfbwHzagpl4-F8EQqkHM7otTjU7KYEs/edit?usp=sharing,Lô,Trang 12/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-in-august,,,,Chưa triển khai
467,nha trang cable car,Khánh Hòa,https://docs.google.com/document/d/14gkwIKZZ2kU8xMw0jtDIZS1ggzqRjcHXLh85YnBjIBw/edit?tab=t.0,Phương,C Thy - 3/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/nha-trang-cable-car,,,,Chưa triển khai
468,wonder waves water park,Hà Nội,https://docs.google.com/document/d/1URyFhc5Wgrs21mqtYJH5DEeAanKuGRBzfdw6fB8GDD4/edit?tab=t.0,Phương,C Thy - 3/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/wonder-waves-water-park,,,,Chưa triển khai
469,street food in vietnamese,Chung chung,https://docs.google.com/document/d/1McA1YgItuBT-C4y63db-dsIIoCwobPAHWCe_5w6WqFc/edit?usp=sharing,Hạnh,P.Anh 9/7,https://www.vietnamairlines.com/en/en/useful-information/travel-guide/street-food-in-vietnamese,,,,Chưa triển khai
470,traditional food in vietnam,Chung chung,https://docs.google.com/document/d/1HciOXH6uUEPBRb1Jk6LPNMOmVobUh3Q5NpoDN7sC0qc/edit?usp=sharing,Hạnh,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/traditional-food-in-vietnam,,,,Chưa triển khai
471,national flag of vietnam,Chung chung,https://docs.google.com/document/d/1LASirg4CRUXfUllgMyZwqij718VExeB2oTzrs_I4Tr0/edit?usp=sharing,Lô,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/national-flag-of-vietnam,,,,Chưa triển khai
472,durian in vietnam,Chung chung,https://docs.google.com/document/d/1xwirIhwpVAkt6JTcT4S1DICIXC9NVHO3I6XWt_9DqMw/edit?usp=sharing,Hạnh,Hân 8/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/durian-in-vietnam,,,,Chưa triển khai
473,mangosteen in vietnam,Chung chung,https://docs.google.com/document/d/1OOmWpI0Y3tEPKr5q5yjCnVJulbbx0k7zO-ceqUIwX_w/edit?usp=sharing,Hạnh,Minh 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/mangosteen-in-vietnam,,,,Chưa triển khai
474,yellow apricot blossom,Chung chung,https://docs.google.com/document/d/1BOGjq8_w89k8X4TRmN1iQYOr9Nuv8nqEKAG_VnTnu58/edit?tab=t.0,Hạnh,Minh 2/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/yellow-apricot-blossom,,,,Chưa triển khai
475,flowers in vietnam,Chung chung,https://docs.google.com/document/d/18rAGHlvVjB2_Xs2vh8uj9egrSee3f8rNhyHtYntQRk4/edit?tab=t.dei36bedhcxr,Hạnh,Ngọc 5/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/flowers-in-vietnam,,,,Chưa triển khai
476,what is pho vietnamese food,Chung chung,https://docs.google.com/document/d/1sYEqchpMHS31iECkQdTh5GHpW2z1Qm1TEeM5yl8m5EY/edit?usp=sharing,Hạnh,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/what-is-pho-vietnamese-food,,,,Chưa triển khai
477,spring rolls in vietnamese,Chung chung,https://docs.google.com/document/d/1MOguQop9spvhNif7qv1dDIFg30hFc-ies-5CjkPC7Q8/edit?tab=t.do9yc5x1bd8l,Hạnh,Minh 3/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/spring-rolls-in-vietnamese,,,,Chưa triển khai
478,national language of vietnam,Chung chung,https://docs.google.com/document/d/17jqXdy3vQ3HvpLTYWkkvVRIw0WHLYxvxPsMkDhuyW4w/edit?usp=sharing,Đức,Linh Hương 10/07,https://www.vietnamairlines.com/en/en/useful-information/travel-guide/national-language-of-vietnam,,,,Chưa triển khai
479,alphabet in vietnamese,Chung chung,https://docs.google.com/document/d/1gh8PsA1b0as-bm-NtVhAHG2iDpkUat75QK1GpDYOZv4/edit?tab=t.0,Hạnh,Ngọc 10/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/alphabet-in-vietnamese,,,,Chưa triển khai
480,banh mi in vietnam,Chung chung,https://docs.google.com/document/d/1DDjuliCukz5wQKt0pj0QG_46yUj6uNqJXVBmnxtmRg8/edit?usp=sharing,Đức,Trang,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/banh-mi-in-vietnam,,,,Chưa triển khai
481,bun dau mam tom,Chung chung,https://docs.google.com/document/d/1EmseWk4GcTa2HHBu4zwYRkTChbfoqPHhrJvsajfYPW4/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/bun-dau-mam-tom,,,,Chưa triển khai
482,egg coffee in vietnam,Chung chung,https://docs.google.com/document/d/1PPFponeOM3uyrW0Nyp7GQNb-e_Z_Kc5rYGtpl3Ft7jg/edit?usp=sharing,Đức,Trang,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/egg-coffee-in-vietnam,,,,Chưa triển khai
483,sticky rice vietnam,Chung chung,https://docs.google.com/document/d/1LP7H5q3FVR-7HnRQGHFFP4oMOM60A3H6NjV-ego7k9M/edit?usp=sharing,Lô,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/sticky-rice-vietnam,,,,Chưa triển khai
484,best cities to go in vietnam,Chung chung,https://docs.google.com/document/d/1JsTWpaDS2aHyNOvArWlyuo9lhRTTZ4hC_lM4Wz-gt4w/edit?usp=sharing,Đức,Trang,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/best-cities-to-go-in-vietnam,,,,Chưa triển khai
485,cities in southern vietnam,Chung chung,https://docs.google.com/document/d/1hVsC8d4yFGeOuZ2J_vgwlriagTBCdVgfpycG1wv5wzk/edit?usp=sharing,Đức,Minh 12/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/cities-in-southern-vietnam,,,,Chưa triển khai
486,airport in vietnam,Chung chung,https://docs.google.com/document/d/1TajG0MgYXI9d2t8cmH3bY3e2oUtW_CIw_yFwC0_QSBk/edit?tab=t.0#heading=h.i3q1czf3v52y,Phương,C Thy - 3/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/airport-in-vietnam,,,,Chưa triển khai
487,vietnam people,Chung chung,https://docs.google.com/document/d/1VNtqmSbmFTgOeQTympHNyN91wtfD2FS_1IA6cwFgZbs/edit?usp=sharing,Đức,Ngọc 12/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/vietnam-people,,,,Chưa triển khai
488,common vietnam names,Chung chung,https://docs.google.com/document/d/1kuT12urgWK95Hontwr-9A2MDwyf4GoRMntZCEf7iKnk/edit?tab=t.0,Hạnh,Ngọc 10/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/common-vietnam-names,,,,Chưa triển khai
489,traditional vietnamese dress,Chung chung,https://docs.google.com/document/d/12Z_8jMZIZBLcfq9R7T4VNHcRuPYOt1eqCYsakdhfwLw/edit?tab=t.0,Lô,Trang,https://www.vietnamairlines.com/jp/en/useful-information/travel-guide/traditional-vietnamese-dress,,,,Chưa triển khai
490,traditional vietnamese wedding,Chung chung,https://docs.google.com/document/d/1YUn5pu5OUz-eN2sBGDQ6GyP2jrm7Ra4VUab-6w90oiU/edit?tab=t.0#heading=h.atuxnhwch30x,Phương,C Thảo - 3/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/traditional-vietnamese-wedding,,,,Chưa triển khai
491,traditional vietnamese dances,Chung chung,https://docs.google.com/document/d/1CGV-2eEddsjAoqVMtaSnwCCaCi2WwSCb49HmmQsopQo/edit?usp=sharing,Đức,Ngọc 05/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/traditional-vietnamese-dances,,,,Chưa triển khai
492,traditional vietnamese instruments,Chung chung,https://docs.google.com/document/d/19xOIkHBpf1nUGWw7ie2OeO99sqxOZlEeOu8Unsk3tdE/edit?usp=sharing,Phương,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/traditional-vietnamese-instruments,,,,Chưa triển khai
493,hoi an beaches,Quảng Nam,https://docs.google.com/document/d/1asrIh_hRc8sZWHDBTxBpF5_xJeTqu592QYjzvyCP1tQ/edit?usp=sharing,Hạnh,Minh 3/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/hoi-an-beaches,,,,Chưa triển khai
494,beaches in vung tau,Bà Rịa - Vũng Tàu,https://docs.google.com/document/d/1Vp4IC3YIbeSjXfbcXQTfI2w6kJG0qIb1qce7xH5mUCI/edit?tab=t.0,Phương,C Thảo - 3/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/beaches-in-vung-tau,,,,Chưa triển khai
495,phan thiet beach,Bình Thuận,https://docs.google.com/document/d/18xsmjRYAGa2ic2Qzb0B85rMmSdBf9LNr3L8lryGahE8/edit?tab=t.0,Phương,C Thảo - 3/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/phan-thiet-beach,,,,Chưa triển khai
496,hello in vietnamese,Chung chung,https://docs.google.com/document/d/1hBCWdOT5ci-qaaja2_vFALLAQyoWzlXCVcYEvoGEtk8/edit?tab=t.0,Phương,Nga - 3/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/hello-in-vietnamese,,,,Chưa triển khai
497,traditional vietnamese house,Chung chung,https://docs.google.com/document/d/1IwxQML6eEp1KaJ7lElgxUNegXgum8B-FwMWnSfSElHA/edit?tab=t.0#heading=h.9cdnbixxqs2r,Phương,C Thy - 3/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/traditional-vietnamese-house,,,,Chưa triển khai
498,traditional vietnamese culture,Chung chung,https://docs.google.com/document/d/1_cQLjPzoFZZciF48o-ykXLmXKEp_eVJWvVDIuJIeLa4/edit?usp=sharing,Đức,Ngọc 12/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/traditional-vietnamese-culture,,,,Chưa triển khai
499,traditional vietnamese games,Chung chung,https://docs.google.com/document/d/1pBG3NcaeOrZcTDnRww3dRSi-aBhY84BbWPnOg3zGSek/edit?usp=sharing,Hạnh,Hân 8/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/traditional-vietnamese-games,,,,Chưa triển khai
500,good morning in vietnamese,Chung chung,https://docs.google.com/document/d/1HiFDHN8sqwo7ToFjWKWvQwVEvnguFYt_e5y-2s8ClVc/edit?usp=sharing,Phương,Trân - 8/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/good-morning-in-vietnamese,,,,Chưa triển khai
501,bye in vietnamese,Chung chung,https://docs.google.com/document/d/1W9tZNgKswp6j3Yn1tvWhTY19-RlJJ7SVosDdcwlr2Qo/edit?usp=sharing,Phương,Trân - 8/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/bye-in-vietnamese,,,,Chưa triển khai
502,good night in vietnamese,Chung chung,https://docs.google.com/document/d/1D4MRSZf3RLpUaVSbIYyRbuJ8K2mJu4-3Oo_1oOU3auU/edit?usp=sharing,Phương,Trân - 8/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/good-night-in-vietnamese,,,,Chưa triển khai
503,place to visit in vietnam ho chi minh,Hồ Chí Minh,https://docs.google.com/document/d/14MKqodUuI78PF-YIkDqDI9OKhBr3f7vusZ-k1tOgHhg/edit?usp=sharing,Đức,Ngọc 05/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/place-to-visit-in-vietnam-ho-chi-minh,,,,Chưa triển khai
504,hue vietnam,Thừa Thiên Huế,https://docs.google.com/document/d/1wR_kj4AAzaHGKrXrTH93hiiOyAVNsCYg1XsqqMMDqJI/edit?usp=sharing,Đức,Minh 06/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/hue-vietnam,,,,Chưa triển khai
505,nha trang vietnam,Khánh Hòa,https://docs.google.com/document/d/10lX4j9CTKWCcIECGYAuN_fC1lF03xPOTvgr56GOwM60/edit?usp=sharing,Đức,Ngọc 06/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/nha-trang-vietnam,,,,Chưa triển khai
506,teddy bear museum phu quoc,Kiên Giang,https://docs.google.com/document/d/1vSqYtsY19KXK7AdoennF1uRiVbu0ZfEgndalzvrMMhY/edit?usp=sharing,Đức,Ngọc 13/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/teddy-bear-museum-phu-quoc,,,,Chưa triển khai
507,does it snow in vietnam,Chung chung,https://docs.google.com/document/d/1rH5Ryijhw4IXdLQxO9s23d8RXpyITK_Jj9NrsyJtTYg/edit?usp=sharing ,Đức,Ngọc 13/07,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/does-it-snow-in-vietnam,,,,Chưa triển khai
508,vietnamese code,Chung chung,https://docs.google.com/document/d/1vZXKXzjjLqkQp3MPq_D79qMc0V3pwS5b8q6oqmU7WTI/edit?usp=sharing,Đức,Minh 16/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnamese-code,,,,Chưa triển khai
509,saigon japan town,Hồ Chí Minh,https://docs.google.com/document/d/1gY2c9fn0LWuFgYuSNgZ6NkhtwaW1G_yqzjsHtA58VEA/edit?usp=sharing,Đức,Minh 14/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/saigon-japan-town,,,,Chưa triển khai
510,vietnamese breakfast,Chung chung,https://docs.google.com/document/d/159DH9oK3STw4qHvO9kCsvC_FOHzvGLU9HPCBLuYFFlw/edit?tab=t.0,Phương,C Thảo - 5/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnamese-breakfast,,,,Chưa triển khai
511,vietnamese vegetables,Chung chung,https://docs.google.com/document/d/1yMtY6X2OPw_5jHiwJrlFhpjbAtNOiWh1PCna5dggOAs/edit?tab=t.0,Phương,C Thảo - 5/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnamese-vegetables,,,,Chưa triển khai
512,horoscope vietnamese,Chung chung,https://docs.google.com/document/d/1oFPOzXLlrQ4v4vvKxCXQe5AdZS5GO4yJEBXEJ__O1cM/edit?usp=sharing,Đức,Minh 16/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/horoscope-vietnamese,,,,Chưa triển khai
513,singapore to sapa,Chung chung,https://docs.google.com/document/d/1ewmudAzUXekVuMgxplKx8BAJSTqGOBaWkh4M-0eXeOc/edit?tab=t.0,Phương,C Thy - 5/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/singapore-to-sapa,,,,Chưa triển khai
514,singapore to hoi an,Chung chung,https://docs.google.com/document/d/1pjZdOsUKLjYS2yk3ayWeVjmdhF8OQ96dKG46KQkR0K0/edit?tab=t.0,Phương,C Thy - 5/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/singapore-to-hoi-an,,,,Chưa triển khai
515,best asian countries to visit,Chung chung,https://docs.google.com/document/d/1kS2g8IDeTozF6tCgts2l-uxxt7J8g1bHgXaOKA6sLkI/edit?usp=sharing,Đức,Ngọc 16/07,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-asian-countries-to-visit,,,,Chưa triển khai
516,best asian countries to visit in july,Chung chung,https://docs.google.com/document/d/1WbrOmCxmGqSAN0QfWDz60_1yHI_opwhrHcqDLYROlYE/edit?tab=t.0,Phương,C Thy - 5/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-asian-countries-to-visit-in-july,,,,Chưa triển khai
517,best asian countries to visit in august,Chung chung,https://docs.google.com/document/d/1DkPK7eMFBlXcbB5X4jCfX1KjGtU8dTAJPkxV03VDX58/edit?tab=t.0,Phương,C Thy - 5/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/best-asian-countries-to-visit-in-august,,,,Chưa triển khai
518,sleeper bus vietnam,Chung chung,https://docs.google.com/document/d/1gkSnl6hkA2ZSWRF7yAY-lrADQ1hKkMNDypk5u87RVA8/edit?tab=t.0,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/sleeper-bus-vietnam,,,,Chưa triển khai
519,vietnam vs thailand,Chung chung,https://docs.google.com/document/d/1axbxljk27DHGm3DBQc-qEXUzYo8Hn9lCgM2O2n6kcUs/edit?usp=sharing,Phương,C Thảo - 5/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnam-vs-thailand,,,,Chưa triển khai
520,airport in sapa vietnam,Lào Cai,https://docs.google.com/document/d/1aRXayOrIl6pS8koPLcb2sg9HwtzPx2BgRn-xvREtXok/edit?usp=sharing,Đức,Ngọc 16/07,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/airport-in-sapa-vietnam,,,,Chưa triển khai
521,chung cake,Chung chung,https://docs.google.com/document/d/12cAQG-kTQyJt75luKcvanqzLu2yh-eFpLE5TFat5Hqo/edit?tab=t.0,Phương,C Thảo - 6/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/chung-cake,,,,Chưa triển khai
522,weasel coffee,Chung chung,https://docs.google.com/document/d/16pk_T9YDa5VyReF1S_s86bySBwUa4rpKS6QkadhgqXU/edit?usp=sharing,Phương,Trân - 10/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/weasel-coffee,,,,Chưa triển khai
523,morning glory vegetable,Chung chung,https://docs.google.com/document/d/1mQPQVSbc0Wg8FTYvAtPmIpvcxC_fuXDVsLQ49xmveb8/edit?usp=sharing,Phương,Trân - 11/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/morning-glory-vegetable,,,,Chưa triển khai
524,vietnamese dragon dance,Chung chung,https://docs.google.com/document/d/1uY-0_Q2FBRrlhnJx4luDcuWAOyOXQTvsnDD2MCen2Xg/edit?usp=sharing,Hạnh,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnamese-dragon-dance,,,,Chưa triển khai
525,asian fruits exotic,Chung chung,https://docs.google.com/document/d/1Jx64kV9WDgcv7qwA17btsJ7wtQjwm8ZclBNVx6RgZR8/edit?tab=t.0#heading=h.sk2rjgfgt5j,Phương,C Thy,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/asian-fruits-exotic,,,,Chưa triển khai
526,asian citrus fruits,Chung chung,https://docs.google.com/document/d/1UDDKeIGoGLfEpQamrhjmcqfaMP0HoOFYs05DQafWQj8/edit?tab=t.0,Phương,C Thy - 6/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/asian-citrus-fruits,,,,Chưa triển khai
527,vietnamese drip coffee,Chung chung,https://docs.google.com/document/d/1ZS011O2GJtdnbkcRGCZ2mXZw7awFznT8KvBN1pP4C_E/edit?usp=sharing,Phương,Trang,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/vietnamese-drip-coffee,,,,Chưa triển khai
528,ho chi minh to hoi an,Chung chung,https://docs.google.com/document/d/1kSqQriX_H16IrFI7vDbzM9A85uBVsEj9RZbA2pwpZXM/edit?tab=t.0,Phương,C Thy - 6/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ho-chi-minh-to-hoi-an,,,,Chưa triển khai
529,seasons in vietnam,Chung chung,https://docs.google.com/document/d/1qroiqxsf6sfX8qi3h0LNMDETWGrZ-QerZ286MMpT64Y/edit?usp=drivesdk,Phương,Trân - 10/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/seasons-in-vietnam,,,,Chưa triển khai
530,dry season in vietnam,Chung chung,https://docs.google.com/document/d/1dd5dfl8X1cc0Iktagpq1w9m-bmoV2yuQ0WAUgnQRSGY/edit?tab=t.0,Phương,C Thy - 9/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/dry-season-in-vietnam,,,,Chưa triển khai
531,monsoon season in vietnam,Chung chung,https://docs.google.com/document/d/18ixmVqYB2niZnOOOE7hcwrI17OMDVhXWBldh0LB1gAU/edit?tab=t.0,Hạnh,Minh 11/7,https://www.vietnamairlines.com/gb/en/useful-information/travel-guide/monsoon-season-in-vietnam,,,,Chưa triển khai
532,vietnam vs philippines,Chung chung,https://docs.google.com/document/d/1lPGpTNydi0tPPK9Nzns88X2OMnEij773YbVmUj00gTo/edit?tab=t.0,Phương,C Thy - 9/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/vietnam-vs-philippines,,,,Chưa triển khai
533,ho chi minh to mui ne,Chung chung,https://docs.google.com/document/d/1cMVytvpBaSeGv4-4iagiwZSCtGehXsal2d3i6PPFEtk/edit?tab=t.0,Phương,C Thy - 9/7,https://www.vietnamairlines.com/us/en/useful-information/travel-guide/ho-chi-minh-to-mui-ne,,,,Chưa triển khai
534,ho chi minh to mekong delta,Chung chung,https://docs.google.com/document/d/1qTU0pok5eG-kOiISyZC8iBHrNK2rqXD8m0kP7EOFAKQ/edit?tab=t.0,Phương,C Thy - 9/7,https://www.vietnamairlines.com/vn/en/useful-information/travel-guide/ho-chi-minh-to-mekong-delta,,,,Chưa triển khai
